,IRI_Q1,IRI_Q2,IRI_Q3,IRI_Q4,IRI_Q5,IRI_Q6,IRI_Q7,IRI_Q8,IRI_Q9,IRI_Q10,IRI_Q11,IRI_Q12,IRI_Q13,IRI_Q14,IRI_Q15,IRI_Q16,IRI_Q17,IRI_Q18,IRI_Q19,IRI_Q20,IRI_Q21,IRI_Q22,IRI_Q23,IRI_Q24,IRI_Q25,IRI_Q26,IRI_Q27,IRI_Q28,PANAS_Q1,PANAS_Q2,PANAS_Q3,PANAS_Q4,PANAS_Q5,PANAS_Q6,PANAS_Q7,PANAS_Q8,PANAS_Q9,PANAS_Q10,PANAS_Q11,PANAS_Q12,PANAS_Q13,PANAS_Q14,PANAS_Q15,PANAS_Q16,PANAS_Q17,PANAS_Q18,PANAS_Q19,PANAS_Q20,POM_Q1,POM_Q2,POM_Q3,POM_Q4,POM_Q5,POM_Q6,POM_Q7,BigFive_Q1,BigFive_Q2,BigFive_Q3,BigFive_Q4,BigFive_Q5,BigFive_Q6,BigFive_Q7,BigFive_Q8,BigFive_Q9,BigFive_Q10,SelfConst_Q1,SelfConst_Q2,SelfConst_Q3,SelfConst_Q4,SelfConst_Q5,SelfConst_Q6,SelfConst_Q7,SelfConst_Q8,SelfConst_Q9,SelfConst_Q10,SelfConst_Q11,SelfConst_Q12,SelfConst_Q13,SelfConst_Q14,SelfConst_Q15,SelfConst_Q16,SelfConst_Q17,SelfConst_Q18,SelfConst_Q19,SelfConst_Q20,SelfConst_Q21,SelfConst_Q22,SelfConst_Q23,SelfConst_Q24,LifeSat_Q1,LifeSat_Q2,LifeSat_Q3,LifeSat_Q4,LifeSat_Q5,Lonely_Q1,Lonely_Q2,Lonely_Q3,Lonely_Q4,Lonely_Q5,Lonely_Q6,Lonely_Q7,Lonely_Q8,Lonely_Q9,Lonely_Q10,Lonely_Q11,Lonely_Q12,Lonely_Q13,Lonely_Q14,Lonely_Q15,Lonely_Q16,Lonely_Q17,Lonely_Q18,Lonely_Q19,Lonely_Q20
IRI_Q1,1.0,0.21620155264034518,0.22661158286910396,-0.0633510105160687,-0.03756017713279064,0.17878330548357885,-0.029439720813329677,-0.0686600992375753,0.22296967241490304,-0.026171196129510674,-0.005934221726450667,-0.09603583409454786,0.03640980478146622,-0.18618370202886278,0.17169628818574786,-0.02295365744024444,0.27868038125628564,-0.21477538597718904,0.2010138063264536,0.13586378256160256,-0.07641533391555697,0.04077629791800577,-0.16935411208096074,0.022017002059400742,-0.15950019784171426,0.2847260829044281,0.3127360175159065,-0.15490979691579826,-0.03451355138642151,-0.1839218027367766,,-0.2267027819966163,-0.05397282149110438,,0.22484755147381041,-0.11704114719613058,0.19112739302699872,,0.09011218586735753,,,0.4215202140994428,0.27492298430204687,,0.11704114719613057,0.0972316007224343,0.1675629258235859,0.2806368739062748,,,,0.143345544770249,0.1944526116085084,,0.28806206817599733,,0.14096817355452684,-0.17610835954555237,0.1428155365043574,,,0.20201665965063859,,-0.30410443447831115,-0.3327591553775676,0.4758237491665647,,-0.004822596454747377,0.42215417477366035,0.01672016388516151,0.2926028679903264,,-0.023890924128374826,0.016720163885161506,-0.11365406547836598,-0.01672016388516151,-0.22433808401173966,,0.02838664779018298,0.8294449948350298,0.3972602739726028,0.5158480191236865,0.3260099311382336,0.265041965673978,0.29930382826885166,0.16867424537771253,0.05234239225902136,0.4033895408004914,,,,0.3727048646394776,0.09011218586735759,0.13805420554568593,0.2574905238314873,-0.26280016541212314,-0.1839218027367766,-0.26280016541212314,0.42152021409944274,0.21552820242707715,-0.1839218027367766,-0.1839218027367766,0.346719282165298,0.1974548273692557,-0.26280016541212314,-0.05852057359806527,,-0.054836268760133394,0.33135569422897504,-0.023890924128374826,,,0.3362068682233273,0.33161658372237
IRI_Q2,0.2328824797547002,0.9876102620143937,-0.0711999079613063,-0.5096488758951381,0.20317144429331113,0.2726077572046489,-0.13460084488849694,-0.06143424181355125,0.28635610763953956,0.05055924464243809,0.03209953975076357,-0.13579097359971665,-0.3610728395266678,-0.2323351093194967,-0.04277109753807683,0.1729392247586495,0.13961202296398406,-0.4361045361403806,0.0010938922339318556,0.49966630205113505,-0.05519860920124196,0.3910914519285872,-0.24265067939461915,0.1313824857245465,0.24058077571350825,0.25476122554456127,0.279823366660163,-0.12989373323867606,0.4200560112024896,-0.20026692258614529,,0.026658398404897116,-0.22939017227476247,,0.16768908688681122,-0.3391617237346009,0.47077145927845465,,-0.322514757677092,,,0.5409415285213002,0.13345950909526194,,0.16581239827024935,0.23211462643302305,0.4074926613319986,0.1594022031557275,,,,0.28615520073788414,0.13926773626965336,,0.2015422736152448,,-0.2827061632300074,-0.05773392232642364,0.25705849865432645,,,0.8393985035412668,,0.12609520538577607,-0.5385000721239468,0.6666054366160534,,0.026086508684205006,0.7511893514070289,0.038761339855382965,0.30524555136114084,,0.29077060720139847,0.03876133985538297,0.09928130645083746,0.28424982560614165,-0.5034004578696502,,0.20838896165774112,0.4053694458505267,0.7780391937259299,0.5594074850733666,0.5878203425323465,0.49083830383411264,0.3715741633541607,0.23715078756164723,-0.2561668395216864,0.3785144951356873,,,,0.48283416858775463,0.5937203493601012,0.25336711786816835,0.45221563164613454,-0.2861552007378842,-0.2002669225861453,-0.17077003915002767,0.44399860226300264,0.37292413921907885,-0.20026692258614534,-0.20026692258614534,0.5322315384971319,0.5092956719509514,-0.28615520073788414,-0.13566468949384036,,-0.12712358948221625,0.3089346247063331,0.406155768789255,,,0.521667226735185,0.5332375989827338
IRI_Q3,0.22661158286910396,-0.1089530529854737,1.0,0.23773160692002135,-0.09821763174501641,0.09518014361357119,0.23280189771751736,-0.3094106834420005,-0.08620410882438669,-0.07136387162233374,-0.4843660358020507,0.12146377639820857,0.21400917955074739,0.010977027584485467,0.4862533302100557,-0.13352587924301892,0.08672400589297605,0.16780372288031073,0.004632054068631639,-0.010977027584485488,-0.23373686584682588,-0.09898019419759546,0.05216589376015592,0.28950777679568707,-0.5286032049002014,-0.1879690364972303,0.02543353918486964,-0.4751358346911371,-0.10352307559811927,-0.24012158054711247,,-0.24547832592790025,0.00981157423330535,,-0.0028517045847367833,0.2127659574468085,-0.11291973991553655,,0.20778325162980743,,,0.07845148043753065,0.09525628126637123,,-0.14893617021276595,0.0517638808361148,-0.06629706612651319,0.07543424491711023,,,,0.1259489406750216,0.43884512481150195,,-0.06651901052377387,,0.17572268977319627,-0.17171287916595096,0.10701431495292515,,,-0.19325287130505106,,-0.039102134606829514,0.26212936955922184,0.06907451834439121,,0.22004840053299224,-0.1863740925721853,-0.06382978723404256,-0.3297872340425532,,-0.1259489406750216,-0.06382978723404258,-0.1410328764990587,-0.08814589665653495,-0.13175664167033366,,-0.2528562899314961,0.06890064799576878,-0.21665063417156083,-0.054373522458628865,-0.3358319945755194,-0.45522990167529853,-0.2773999624143597,-0.29470394264127736,0.29497066937231275,-0.23046917459960178,,,,0.051811130002391625,-0.30951944952324006,-0.1035230755981193,-0.23404255319148942,-0.34310228666643816,-0.24012158054711244,-0.017372267679313318,0.032840154601757016,-0.25211666769311597,0.21580547112462004,0.21580547112462004,-0.17375608178849883,0.022312972998965386,-0.017372267679313297,0.17021276595744683,,0.15395853122351946,-0.16499497727016946,-0.1259489406750216,,,-0.11932589908142349,-0.2464539007092199
IRI_Q4,-0.0633510105160687,-0.4963093224074536,0.23773160692002135,1.0,-0.264370151343453,-0.16451742565457997,0.21232547462969867,0.10027172426048792,-0.41080053845272624,-0.06483853695480384,-0.252872644728809,0.3152105222206839,0.4289722951631252,0.3357682893017721,0.1783584076169603,-0.280544650061973,-0.22077972873606838,0.6105954270161964,0.05985437272387848,-0.3357682893017721,-0.11194410336315705,-0.3502107820887466,0.04817295755628152,-0.08404219449006572,-0.38806549375666377,-0.2920613143093951,-0.3717662930110299,-0.13936039463337638,-0.316374162417461,0.08837081977452103,,-0.0879105807239657,0.17180534588357296,,-0.23836756749093588,0.28996675238514713,-0.44194614222301987,,0.330567954231356,,,-0.44590236035937447,-0.20724536209885144,,-0.2706356355594707,-0.1468276152391388,-0.2507079524350132,-0.2511692713170422,,,,-0.12627032634943425,0.17860069565106435,,-0.19159712777095805,,0.49670458354721503,-0.16218184260195784,-0.14498080781949313,,,-0.5918381917052261,,-0.14455705076140485,0.4444608341456535,-0.5020681315060773,,-0.046198437957791966,-0.6374870956018475,-0.08837081977452103,-0.35762566127501483,,-0.26832444349254775,-0.22645022567221015,-0.19914313566918573,-0.18778799202085722,0.24511872043154634,,-0.3188169461336755,-0.296672145016301,-0.6199348886215295,-0.46394680381623543,-0.4666607759169319,-0.5781410347273257,-0.41492611836032717,-0.29561605261131596,0.27664442434049635,-0.2879190150765502,,,,-0.5576416920214677,-0.64860252631176,-0.316374162417461,-0.5026090374675883,0.12627032634943425,0.08837081977452105,0.22491901880992982,-0.4044616205490237,-0.5277752562327682,0.22645022567221018,0.22645022567221018,-0.516941160063767,-0.4266087598877586,0.2249190188099298,0.3092978692108237,,0.18919149613357222,-0.3474064148857548,-0.26832444349254775,,,-0.6310989092554445,-0.5847662839767136
IRI_Q5,-0.03756017713279064,0.2118385138517736,-0.09821763174501641,-0.264370151343453,1.0,0.2343286114535098,-0.33426591857220367,0.11661365194411419,0.16095366127681962,-0.19319627830274183,0.25908439418394713,-0.26331997459711537,-0.10495136512481702,-0.14964637104546508,-0.053366961483724246,0.44055529748280015,0.0816912189279667,-0.2033650159362526,0.18690418061809327,0.22924550458028692,0.23895394105734422,0.3849910811038203,0.4732806665967494,-0.17697704247433155,0.170792560259322,0.4962270612237369,0.011282745731581167,0.06882137746121769,0.6151110066371623,-0.18690612733142548,,-0.1226558212848901,-0.33426591857220367,,-0.07830422494232214,-0.24685714930565622,0.4434276404483938,,-0.41313036319762836,,,0.31963417137866,0.079791789171613,,0.1892571478010031,0.09081931646689206,0.29312662374863574,0.10674522748082274,,,,0.2670643743609644,0.013004103442056103,,0.07553518923764618,,-0.34262913011836943,0.012381288873692747,0.0977125572632124,,,0.28149425541527506,,-0.0046931808579100814,-0.26140939104639327,0.34439499626108705,,-0.09459561621523181,0.3943137139749111,0.010579592113099553,0.22217143437509063,,0.36280443309414034,0.010579592113099556,0.001042231701269998,0.3420734783235522,-0.3421327492538062,,0.34126842210874786,0.24098006545562428,0.40738345967103695,0.47268572663342334,0.29796144184128937,0.10987493752006071,0.43775381905895416,0.12649209463008476,-0.4011122730475973,0.1792774859449518,,,,0.4207892844194702,0.3371063738440697,0.06915449187045018,0.37028572395848436,-0.015116851378922547,0.16574694310522634,-0.015116851378922543,0.3725537361764514,0.42295794141934584,-0.010579592113099553,-0.010579592113099553,0.3182066755538069,0.4626099751897928,0.11085691011209842,-0.22217143437509063,,-0.16320604754441762,0.25524252236230427,0.48877819458516125,,,0.3252902258633823,0.3126857224538313
IRI_Q6,0.17878330548357885,0.23981776864926088,0.09518014361357119,-0.16451742565457997,0.2343286114535098,0.9999999999999999,-0.19325508811395248,-0.18191410441841593,0.22249631695757716,0.3964594046353416,0.02904322636053553,-0.1466722542875486,-0.16405402304801492,-0.08561001895502739,0.060022483545561646,0.09629111081495542,0.601047538321617,-0.14164462107281653,0.14120273462506558,0.20288401752355814,-0.0015486185979114997,0.20012608273541005,0.3354875960021669,0.36830701205527605,0.030024028838453874,-0.04889489116987228,0.22920495696252222,-0.09832247269256808,0.1286978904175574,-0.13248943335756677,,0.22512145395482147,-0.05031493418351426,,0.4411538495163182,-0.27277236279499045,0.35634832254989923,,0.09505832787634794,,,0.29939247542604785,0.6341551779917187,,0.12729376930432887,0.8675729152331484,0.339979338625649,0.6193846359520512,,,,0.05011148285857957,0.3470734296880612,,0.34111749622146736,,-0.0015644567947555033,-0.23879710430417078,0.8312915219704693,,,0.21919845387061293,,-0.14520446738787893,-0.051701191263901825,0.5233556890274167,,0.1640950853158623,0.3199215137328415,-0.062347968638854966,0.19094065395649334,,0.22828564413352917,0.13248943335756683,-0.08291849892341736,0.25718537063527674,-0.4303335710837075,,0.10585122480499262,0.254756641939175,0.3447963748611879,0.32934737137469217,0.30391533692741546,0.15122959543112746,0.10749099575568954,0.200921260371701,-0.08945750668694885,0.17459497553883238,,,,0.24525573579398635,0.26085773696300135,0.12869789041755736,0.27277236279499045,-0.05011148285857957,0.06234796863885496,-0.05011148285857955,0.3578675682826979,0.31011759753023416,-0.1324894333575668,-0.1324894333575668,0.2358640882624316,0.38307035482127394,-0.050111482858579554,0.013638618139749502,,-0.008519977207387466,0.2585348676248095,0.08908708063747484,,,0.30098385021671525,0.24094892046890826
IRI_Q7,-0.029439720813329677,-0.1480178055855949,0.23280189771751736,0.21232547462969867,-0.33426591857220367,-0.19325508811395248,0.9999999999999998,-0.14108557764909913,-0.2575895416177479,-0.04687042303372438,-0.1509132649008216,0.46328097041744654,0.05651265937582539,-0.003604750659132447,0.2516593091662127,-0.004110808039004099,-0.03552867211010488,0.21769256075822424,-0.24236546484721616,-0.24422185715622055,0.1808845875716866,-0.02835163499074464,-0.11542213777848723,0.06922262460929515,-0.10107668888263854,-0.35426062528159963,0.12675586323215077,-0.262083269506156,-0.2750584313813181,0.2036220211015833,,0.18358519456512057,0.03339191564147627,,0.024348283855664024,0.20961090407515925,-0.11980261055177596,,0.3635373137768455,,,-0.10065432574212946,-0.027774383291131632,,-0.26550714516186835,-0.15174504955143647,-0.2577253692933424,-0.07130865770399403,,,,-0.2909491970543131,0.06115580979423568,,-0.07110986066377377,,0.15267952504951682,0.032495277494706806,-0.12351852316693243,,,-0.21826317609466064,,-0.04250736418777237,0.07945917490720372,-0.31388934698437343,,0.35238416697977293,-0.33739053450554,-0.053899946762183806,-0.18864981366764336,,-0.350850502330201,-0.05389994676218381,0.08318792548122188,-0.24554420191661513,0.19779482706072313,,-0.0610057339611595,-0.12100158415616742,-0.21098466582886258,-0.2732705119794669,-0.2335426063070057,-0.06874501918680766,-0.0773286467486819,-0.09901559090656287,0.19998047161055735,-0.2683337145646274,,,,-0.08245381145803438,-0.18856374686556004,-0.1977948270607231,-0.20961090407515925,0.1839825804902274,0.053899946762183806,0.18398258049022742,-0.2354592262896243,-0.26683862634141525,0.053899946762183806,0.053899946762183806,-0.06880744452828944,-0.1586534136506273,0.07701596392614168,0.29345526570522296,,0.2858919845546605,-0.26833371456462735,-0.02995065263794397,,,-0.31921831421270797,-0.2393057821524735
IRI_Q8,-0.0686600992375753,-0.02815593864736337,-0.3094106834420005,0.10027172426048792,0.11661365194411419,-0.18191410441841593,-0.14108557764909913,0.9999999999999997,0.2642724044455944,-0.06903943968922749,0.36161749643151786,0.04689520010125681,-0.009604882057614922,0.22831900873846814,-0.20620400634265432,0.16954446383812266,-0.11712670446480944,0.01446577088457393,0.09634538906212792,-0.19513310630555125,0.35320871545830057,-0.055049301256240746,0.11292973881839104,-0.3026649999830179,0.05016759224669061,-0.03557868135121295,-0.10420995974558583,0.44951610470402115,-0.10470349437810421,-0.21612763238305338,,-0.252217045403912,0.05306888700562444,,-0.12828513676370526,-0.15437688027360955,-0.03781445847530733,,-0.09883953666641146,,,-0.17738529085577817,-0.11591522440074004,,-0.010291792018240646,-0.23634302844570176,-0.12220825911323573,-0.1499618896290696,,,,0.15125783390122935,-0.026273800886008086,,-0.01437659625296668,,-0.19656149330742984,0.22947074314805604,-0.23983126175129382,,,0.13017191835393516,,-0.19370809804440664,-0.103048014275946,-0.05327911618385413,,-0.08778164179062067,0.10075789380698491,-0.004410768007817412,0.2933160725198582,,-0.15125783390122932,-0.004410768007817409,-0.0221605097789305,0.004410768007817412,0.10470349437810424,,0.08237216492630192,-0.015939585170079845,-0.025295826034896163,0.012578856911182976,0.20066946892388327,0.014465770884573924,0.2705218874189148,0.21506473800709802,-0.03221840518830617,0.27363571726487823,,,,-0.1995303300667019,0.02627380088600806,-0.10470349437810421,0.15437688027360955,0.16386265339299852,0.44548756878955903,0.32142289704011245,-0.11119674949168185,0.09146431386508767,-0.2161276323830534,-0.2161276323830534,0.0939363223479279,-0.1224782494103121,0.16386265339299852,0.015437688027360952,,-0.06589962291861459,0.1786233154367955,0.006302409745884554,,,0.12247824941031211,0.23413826841497457
IRI_Q9,0.22296967241490304,0.2766818136776512,-0.08620410882438669,-0.41080053845272624,0.16095366127681962,0.22249631695757716,-0.2575895416177479,0.2642724044455944,1.0,0.059997600143990415,0.2190281588512177,-0.25904242273925115,-0.11963984960784717,-0.22264223528764948,-0.01346576308744174,0.14733985376729736,0.06605330104592441,-0.36980404974383324,0.22651828910180555,0.25148190307102375,0.18508416329268546,0.08413188320308654,-0.08519824403709977,-0.021872105287178173,0.08578829179870062,0.14085355621164142,0.18772741187142633,0.24708084988057596,0.14637661014655545,-0.2644843187488042,,-0.12879949981649813,-0.2013472836226064,,0.14025420019380425,-0.2683174248176274,0.29575835095534875,,-0.2707319914822597,,,0.39803890797388475,0.082418921231529,,0.169934369051164,0.12100499537200002,0.21014655233218116,0.08413188320308654,,,,0.2409882859636175,-0.10981498449682017,,0.058899091697013746,,-0.21698574220990335,0.24835469635296525,0.04711442745149855,,,0.46995719929460256,,-0.2023467181447986,-0.3438362160836974,0.48734130478822274,,-0.04311772484650869,0.5089130116151543,0.07282901530764171,0.38906026598555976,,0.16978720147436688,0.07282901530764174,-0.03058660049844749,0.11882628813352071,-0.3441828400743331,,0.26681379077875844,0.38911630576840206,0.44907976275114275,0.4382517938687915,0.5231655968732027,0.3373283399929584,0.3138317996128894,0.2083810932684424,-0.06799728016318907,0.3533952330789435,,,,0.4674222651368496,0.4359981067646029,0.3441828400743331,0.40247613722644116,-0.2409882859636175,-0.07282901530764173,-0.10406312348428937,0.39803890797388475,0.47691342995457964,-0.26448431874880424,-0.26448431874880424,0.43609651477828665,0.3706969113051649,-0.24098828596361746,-0.18782219737233918,,-0.16901337117659615,0.3533952330789435,-0.10406312348428935,,,0.4245274858841327,0.4941512573724639
IRI_Q10,-0.026171196129510674,0.026142562427141122,-0.07136387162233374,-0.06483853695480384,-0.19319627830274183,0.3964594046353416,-0.04687042303372438,-0.06903943968922749,0.059997600143990415,1.0,0.3117761539629812,0.0390374900887485,-0.06956083436402524,-0.04806803557835802,-0.21580611710245276,-0.021926450482675733,0.42864170743763247,0.21825946742799315,-0.10817925007266585,-0.02403401778917902,-3.469446951953614e-18,0.022912649349431352,0.022468790057675492,0.46737137080967206,0.029300451933655963,-0.14314958357846702,0.11792394523726463,0.09445364408138932,-0.08242255917447339,0.31943828249996997,,0.3766217885773547,0.09374084606744877,,0.2997004492513101,-0.11180339887498948,0.18257418583505536,,0.22652511759148433,,,-2.7755575615628914e-17,0.42647661779043283,,0.14907119849998596,0.46440178087999096,0.0,0.41242768828976384,,,,-0.22821773229381923,0.2265251175914843,,0.2974820586543647,,-0.12824729401064425,-0.3568457332502063,0.4658392428479463,,,0.06327086661370811,,-0.14170505031628394,0.09213557589959348,0.163499999346,,0.1382033638493902,0.10973121339553787,-1.734723475976807e-18,0.055901699437494734,,-0.11410886614690963,0.15971914124998499,-0.09440686400617015,1.734723475976807e-18,-0.24726767752342016,,-0.05423261445466405,-0.026235967510069597,0.10468478451804274,-0.12422599874998834,0.08304547985373999,0.04365189348559865,-0.04687042303372439,-0.0895143592549291,-0.13333333333333333,0.06881023532039754,,,,-0.1047134770729239,-0.045305023518296864,-0.08242255917447339,0.13416407864998742,0.22821773229381923,1.734723475976807e-18,-0.11410886614690961,0.04793531180296062,0.17902871850985821,-0.15971914124998499,-0.15971914124998499,0.08951435925492908,0.05097796189288664,-0.11410886614690963,0.1677050983124842,,1.3877787807814457e-17,-0.06881023532039754,-0.11410886614690963,,,0.10195592378577323,0.09316949906249125
