category,model,level,pair_scope,statistic,point,bootstrap_mean,bootstrap_ci_lo,bootstrap_ci_hi,bootstrap_n,loo_mean,loo_min,loo_max,loo_n,n_pairs,source,best_layer
geometry_matrix,qwen05b_base,subscale,all,slope,0.030645979046369124,0.033061051876447575,-0.12191489475156056,0.19675781537003872,5000,0.03200974262217361,-0.03237135495970089,0.09081507222110476,16,120,outputs/mechanistic/results_qwen05b_base/geometry/subscale_cosine_sim_L10.csv,10
geometry_matrix,qwen05b_base,subscale,all,alignment_r,0.035663584196165804,0.03570577255119589,-0.14907744393606107,0.21355155602883447,5000,0.03532341076707177,-0.040945878418323395,0.10406135046554991,16,120,outputs/mechanistic/results_qwen05b_base/geometry/subscale_cosine_sim_L10.csv,10
geometry_matrix,qwen05b_base,subscale,between,slope,-0.02128529655782063,-0.019288149357106574,-0.16685487029535037,0.14219795484523923,5000,-0.020223746102141657,-0.08473274746162397,0.023761909578022947,16,102,outputs/mechanistic/results_qwen05b_base/geometry/subscale_cosine_sim_L10.csv,10
geometry_matrix,qwen05b_base,subscale,between,alignment_r,-0.026122995114526,-0.024048847462898065,-0.21196155037737657,0.1655010728121106,5000,-0.02603938967001022,-0.11221557659142391,0.03091458789680119,16,102,outputs/mechanistic/results_qwen05b_base/geometry/subscale_cosine_sim_L10.csv,10
geometry_matrix,qwen05b_base,scale,all,slope,0.015444761522000593,-0.0297772045432631,-0.5655475882053546,0.32455148854689614,5000,0.007803550069557763,-0.15619278825312258,0.2915559293613032,7,21,outputs/mechanistic/results_qwen05b_base/geometry/scale_cosine_sim_L10.csv,10
geometry_matrix,qwen05b_base,scale,all,alignment_r,0.016756174766447744,-0.0007756668776869091,-0.48372395567418636,0.4469567033831765,5000,0.027633830030972615,-0.17007744529570482,0.39607927289601397,7,21,outputs/mechanistic/results_qwen05b_base/geometry/scale_cosine_sim_L10.csv,10
geometry_matrix,qwen05b_instruct,subscale,all,slope,0.08239234654690585,0.08044407275855406,-0.05188843285430787,0.2058812481593644,5000,0.08171037962057986,0.04885154225324762,0.13924300617120752,16,120,outputs/mechanistic/results_qwen05b_instruct/geometry/subscale_cosine_sim_L6.csv,6
geometry_matrix,qwen05b_instruct,subscale,all,alignment_r,0.10022204107894558,0.09819026745144968,-0.059104374147238424,0.25483727765270575,5000,0.10068991228499793,0.05953180751965586,0.18939418972165378,16,120,outputs/mechanistic/results_qwen05b_instruct/geometry/subscale_cosine_sim_L6.csv,6
geometry_matrix,qwen05b_instruct,subscale,between,slope,0.07646425364064179,0.07399979659850582,-0.07388688756355753,0.20721921755801012,5000,0.07564003564326172,0.04008821013974976,0.1411328229398071,16,102,outputs/mechanistic/results_qwen05b_instruct/geometry/subscale_cosine_sim_L6.csv,6
geometry_matrix,qwen05b_instruct,subscale,between,alignment_r,0.09144817566378467,0.09143009840887692,-0.07894853773711545,0.25746222547640507,5000,0.09193733750295423,0.048106413952366436,0.19169994759866918,16,102,outputs/mechanistic/results_qwen05b_instruct/geometry/subscale_cosine_sim_L6.csv,6
geometry_matrix,qwen05b_instruct,scale,all,slope,0.1114422706146822,0.12666658784888474,-0.2128810372838449,0.5453535014489708,5000,0.10650109209412972,-0.1024099131644629,0.44161581686230444,7,21,outputs/mechanistic/results_qwen05b_instruct/geometry/scale_cosine_sim_L6.csv,6
geometry_matrix,qwen05b_instruct,scale,all,alignment_r,0.12079785740390636,0.13315349892510986,-0.23247788578094183,0.49652813024793546,5000,0.10315957704048768,-0.0995962881549784,0.3756207957142269,7,21,outputs/mechanistic/results_qwen05b_instruct/geometry/scale_cosine_sim_L6.csv,6
geometry_matrix,llama1b_base,subscale,all,slope,0.07045131537014293,0.06804747842948222,-0.11420486611610925,0.24169228162791692,5000,0.06850591139598389,-0.03378765879578962,0.11654386371798545,16,120,outputs/mechanistic/results_llama1b_base/geometry/subscale_cosine_sim_L12.csv,12
geometry_matrix,llama1b_base,subscale,all,alignment_r,0.06636862926376122,0.06846892746143224,-0.10022505328255459,0.2290036636836819,5000,0.06596301326987346,-0.02991034769979417,0.11691050037744934,16,120,outputs/mechanistic/results_llama1b_base/geometry/subscale_cosine_sim_L12.csv,12
geometry_matrix,llama1b_base,subscale,between,slope,0.11989980471486518,0.11889238856747074,-0.0681400651298517,0.29485488415687144,5000,0.11804760714709327,0.017890710066397374,0.16783462207366828,16,102,outputs/mechanistic/results_llama1b_base/geometry/subscale_cosine_sim_L12.csv,12
geometry_matrix,llama1b_base,subscale,between,alignment_r,0.11510986215361724,0.11285499244103203,-0.06451094155929117,0.28060079289686335,5000,0.1144383143152565,0.01608428699349402,0.16558971105353892,16,102,outputs/mechanistic/results_llama1b_base/geometry/subscale_cosine_sim_L12.csv,12
geometry_matrix,llama1b_base,scale,all,slope,-0.25106740959722457,-0.2735885483234905,-0.6460318122771351,0.013335216459977142,5000,-0.26757548867562514,-0.45901471288994133,-0.16205117490709975,7,21,outputs/mechanistic/results_llama1b_base/geometry/scale_cosine_sim_L12.csv,12
geometry_matrix,llama1b_base,scale,all,alignment_r,-0.3066258625902634,-0.3176539769416424,-0.6427805428314153,0.01833649969707093,5000,-0.3162401273874514,-0.4096038551591419,-0.22611679194277381,7,21,outputs/mechanistic/results_llama1b_base/geometry/scale_cosine_sim_L12.csv,12
geometry_matrix,llama1b_instruct,subscale,all,slope,-0.0037141472959198287,-0.00522551507547327,-0.13038585202481287,0.11491350252981752,5000,-0.00399036870983946,-0.041527181467658825,0.02487776430181805,16,120,outputs/mechanistic/results_llama1b_instruct/geometry/subscale_cosine_sim_L6.csv,6
geometry_matrix,llama1b_instruct,subscale,all,alignment_r,-0.005737018499476292,-0.00853315809175223,-0.19988516214598004,0.1794291836193153,5000,-0.0056432962877432675,-0.058258244265083324,0.04144636157294076,16,120,outputs/mechanistic/results_llama1b_instruct/geometry/subscale_cosine_sim_L6.csv,6
geometry_matrix,llama1b_instruct,subscale,between,slope,0.01663934783346245,0.013194672585456079,-0.11901155454501484,0.13921084713488327,5000,0.01638767800280763,-0.019697146115413296,0.04862759775358262,16,102,outputs/mechanistic/results_llama1b_instruct/geometry/subscale_cosine_sim_L6.csv,6
geometry_matrix,llama1b_instruct,subscale,between,alignment_r,0.0262584293145211,0.023229726387100483,-0.1775475346973991,0.21460180898926676,5000,0.02621099526008163,-0.02801760076123126,0.07892334596126155,16,102,outputs/mechanistic/results_llama1b_instruct/geometry/subscale_cosine_sim_L6.csv,6
geometry_matrix,llama1b_instruct,scale,all,slope,0.2049973275466256,0.2090690215703381,0.017133544398201132,0.40548808078113047,5000,0.21375000465468388,0.1094721384893065,0.2979921569063213,7,21,outputs/mechanistic/results_llama1b_instruct/geometry/scale_cosine_sim_L6.csv,6
geometry_matrix,llama1b_instruct,scale,all,alignment_r,0.4352886896934309,0.42822904287431446,0.04816303878037033,0.7002032906038878,5000,0.44001206741294613,0.27092354429563326,0.589656296367394,7,21,outputs/mechanistic/results_llama1b_instruct/geometry/scale_cosine_sim_L6.csv,6
geometry_matrix,qwen3b_base,subscale,all,slope,0.029732583271712368,0.02736108958629504,-0.08196636325593895,0.13327666096315371,5000,0.02944223073494201,-0.01229978671454913,0.06587018260587364,16,120,outputs/mechanistic/results_qwen3b_base/geometry/subscale_cosine_sim_L18.csv,18
geometry_matrix,qwen3b_base,subscale,all,alignment_r,0.051714826261037745,0.05086937104890501,-0.13929079123121077,0.23654981341692405,5000,0.05136759772476883,-0.0220366957895323,0.11955408694252173,16,120,outputs/mechanistic/results_qwen3b_base/geometry/subscale_cosine_sim_L18.csv,18
geometry_matrix,qwen3b_base,subscale,between,slope,0.03520717937260551,0.03591918066650292,-0.0858469274024845,0.1489105162149228,5000,0.034920260345146545,-0.024156288801491163,0.07843288155461779,16,102,outputs/mechanistic/results_qwen3b_base/geometry/subscale_cosine_sim_L18.csv,18
geometry_matrix,qwen3b_base,subscale,between,alignment_r,0.0635134817584035,0.06465782939695544,-0.13910632331807832,0.2719823104859041,5000,0.06333479570770355,-0.04276781931501366,0.1433064174081172,16,102,outputs/mechanistic/results_qwen3b_base/geometry/subscale_cosine_sim_L18.csv,18
geometry_matrix,qwen3b_base,scale,all,slope,-0.05907534667990409,-0.04720038387749691,-0.44433156303045335,0.38145599012312487,5000,-0.052573208445376274,-0.32944547957442644,0.3006481168986732,7,21,outputs/mechanistic/results_qwen3b_base/geometry/scale_cosine_sim_L18.csv,18
geometry_matrix,qwen3b_base,scale,all,alignment_r,-0.06879918220736457,-0.06027530417624905,-0.5061296120098542,0.3904304169669071,5000,-0.061883917288635557,-0.34372029986671665,0.3151453919109602,7,21,outputs/mechanistic/results_qwen3b_base/geometry/scale_cosine_sim_L18.csv,18
geometry_matrix,qwen3b_instruct,subscale,all,slope,0.01919616178670212,0.019246770256673314,-0.09186396471781126,0.12803671733317015,5000,0.019286514435085462,-0.00980036197663447,0.0424750312276884,16,120,outputs/mechanistic/results_qwen3b_instruct/geometry/subscale_cosine_sim_L22.csv,22
geometry_matrix,qwen3b_instruct,subscale,all,alignment_r,0.03215144728282739,0.031248678324974976,-0.1494437616048657,0.21662068002180554,5000,0.03220278436195233,-0.016649373544774387,0.0688310713250329,16,120,outputs/mechanistic/results_qwen3b_instruct/geometry/subscale_cosine_sim_L22.csv,22
geometry_matrix,qwen3b_instruct,subscale,between,slope,-0.011610363717751468,-0.012817332324361615,-0.1322252576417042,0.1041909069312595,5000,-0.011697567502659045,-0.054607184160202035,0.01383286969178981,16,102,outputs/mechanistic/results_qwen3b_instruct/geometry/subscale_cosine_sim_L22.csv,22
