,IRI_Perspective_taking,IRI_Fantasy,IRI_Empathic_concern,IRI_Personal_distress,PANAS_Positive_Affect,PANAS_Negative_Affect,POM_Peace_of_Mind,BigFive_Extraversion,BigFive_Agreeableness,BigFive_Conscientiousness,BigFive_Neuroticism,BigFive_Openness,SelfConst_Independent_self,SelfConst_Interdependent_self,LifeSat_Life_Satisfaction,Lonely_Loneliness
IRI_Perspective_taking,0.9905667671222186,0.24634684464238935,0.23890024353834888,-0.006987483765492686,0.2548017870411648,-0.11394505821766208,0.32894525435978184,0.5139313611995331,0.4123001346744146,0.19392563580430744,-0.14160093272559535,0.4067336073062713,0.2021628130882038,0.3993912228983446,0.2439547469361359,-0.4015447492512515
IRI_Fantasy,0.24216779045032227,0.999751844358013,0.4403311895564326,0.052135398165836254,0.6269759792775906,0.08534683189276462,0.22684759441908559,0.4933905712676807,0.4028540877231015,-0.19066970677998424,0.24087485853716953,0.5535699733897952,0.5152940211627688,0.4171576453336979,0.5133147150466615,-0.5909510557306326
IRI_Empathic_concern,0.21223078789310462,0.43938354994381335,0.9997409650608943,0.37805019629139075,0.7119659932636647,0.18246677952380014,0.06803123765061117,0.34470383300533697,0.8177924588983314,0.09041056561334732,0.25553063473263726,0.7427233641003248,0.6849973160498083,0.8337946209315757,0.818900193047753,-0.8164101148792486
IRI_Personal_distress,-0.005170654503728278,0.050735497167573695,0.3767724172944684,0.9999351089119385,0.2662454658754801,0.68836851915493,-0.6187714045755368,0.2599925802888196,0.34242588667856416,-0.19864311413561275,0.7018136190057763,0.2753765981800825,0.25855793622874623,0.40053809465237383,0.27690558117422226,-0.31569539677771336
PANAS_Positive_Affect,0.5886315854188391,0.7321013597031543,0.4640697870285298,-0.5097333004102633,0.9999946004963489,-0.23867844957060233,0.47180567640592597,0.8570061599324381,0.3932176457811286,0.6337683207469192,-0.4153974834589703,0.8165682615396512,0.890592941398206,0.6728180693290917,0.6943894353542004,-0.6879716014631597
PANAS_Negative_Affect,-0.7266444928620921,0.12465415493227411,-0.030875814405829663,0.887491152679705,-0.2391392524827678,0.9999698048268229,-0.892266057157562,-0.49417439106806077,-0.6700592090266481,-0.7804877731329021,0.9088762834204607,-0.28935295472512185,-0.48709252130449865,-0.013640385602029799,-0.8024058721903397,0.8157094659808051
POM_Peace_of_Mind,0.9389410665516045,0.9247916875761859,0.9377164293687136,-0.9671002888695556,0.9195732029666519,-0.9302129657420231,0.9999875410329789,0.7352891761132067,0.8326299087846947,0.9492733884560758,-0.948901826692943,0.8745742153481082,0.9492266537307912,0.8580584725638232,0.9217436932473071,-0.9164733642676152
BigFive_Extraversion,0.0258386632176954,0.5207253036205626,0.32664956687257746,-0.050196576763938794,0.6555667693429676,-0.2693733502437515,-0.24587489952724995,0.9965927938101498,-0.32058019243561725,-0.08829882215516527,0.26507312238727965,0.4640235142888164,0.8371729612493649,-0.37435784293896646,0.16707316141425435,-0.7492961791462547
BigFive_Agreeableness,0.5900084653729756,0.03721495910840487,0.34657274209657685,-0.15981124774854447,-0.3438865738298491,-0.14418943122815453,0.3080917325587093,-0.3178874612426311,0.9999836499205113,0.05437251587673628,-0.3167515558933676,-0.2298173005960314,-0.4629436669190414,0.5952769213515703,0.0964258986680335,0.04690796399941036
BigFive_Conscientiousness,0.12970181492230298,-0.11042262759403829,-0.03833253916585451,-0.36535927037257776,0.26400864492756526,-0.11647021674269639,0.2877203290169718,-0.07075553539076457,0.04321289679312204,0.9989871499657506,-0.16052780674427508,-0.056181780201051607,0.013893814482180404,0.32632130914947327,0.5588733812316856,-0.08848372704691654
BigFive_Neuroticism,-0.2851386931330247,-0.053561417734165125,-0.012127347076854367,0.8093536386681234,-0.08746518802652897,0.6923067418026837,-0.9676845087741017,0.25236925011716427,-0.3131554221282947,-0.17068786242145972,0.999656249785892,-0.06414488968941781,0.1579138257287323,-0.23637722003162165,-0.5338031236651578,0.06263831525835824
BigFive_Openness,-0.033929416647578606,0.6814301579190838,0.20535081864015164,-0.1406690536746829,0.6376665494331182,-0.3227422586842761,0.021913021193853244,0.4975632105388391,-0.2310166759328944,-0.062098411278540676,-0.06606077259809814,0.9999472619568813,0.547942571366915,-0.4133515363113305,0.34741368192611916,-0.5678557912416993
SelfConst_Independent_self,0.20822746243014273,0.6923819036661785,0.15680554159345028,-0.41083636364556475,0.9096095785921552,-0.08444374491947003,0.5940057013975646,0.7569738757094404,-0.029049732079806947,0.26301369028195176,-0.2961541644518123,0.6492086303209493,0.9969097821452246,0.013618682227977196,0.650398345285527,-0.04338535844957204
SelfConst_Interdependent_self,0.4581589947006394,0.16906959713125735,0.6470933464357909,0.3911400907140645,0.10272311889438268,0.43484610682739255,0.3789486425367504,-0.18994106404842234,0.6325205092370407,0.5806960799012593,-0.6464367862377207,-0.5158971654738221,0.004066999590863048,0.9999941042040161,0.5097303023200552,-0.426474186510401
LifeSat_Life_Satisfaction,0.9497041637581384,0.9647520194110838,0.9595517905372616,-0.8299417984737452,0.963972095664536,-0.8436044613713829,0.965070474088783,0.8133087351201245,0.8212701535347686,0.90174187173678,-0.8932995508862049,0.8952728105098244,0.9626496136023306,0.9338660462866734,0.9999993511501902,-0.8512260825632363
Lonely_Loneliness,-0.8157407386271593,-0.11266394216599367,-0.8009470488403685,0.8678847851202256,-0.8446386337520795,0.7337478595793081,-0.844058496336253,-0.7665948522252144,-0.5927968748355504,-0.5680244355391842,0.8824821793531428,-0.7308735092502766,-0.7581139394255598,-0.7818449439778485,-0.8683617802983945,0.9978476891159804
